,Correlation,Coloring
0,0.3857142857142858,0
1,0.45357142857142846,0
2,0.45,0
3,0.5142857142857141,0
4,0.5321428571428574,0
5,0.6071428571428572,0
6,0.47500000000000003,0
7,0.5285714285714286,0
8,0.45714285714285713,0
9,0.5928571428571429,0
10,0.5535714285714286,0
11,0.45714285714285724,0
12,0.7321428571428573,0
13,0.6250000000000001,0
14,0.16071428571428564,1
15,0.3035714285714286,1
16,0.7000000000000001,0
17,0.8214285714285715,0
18,0.675,0
19,0.6464285714285715,0
20,0.30357142857142866,1
21,0.0714285714285715,1
22,0.37857142857142845,0
23,0.8785714285714286,0
24,0.22857142857142843,1
25,0.08214285714285707,1
26,0.43571428571428567,0
27,0.7107142857142856,0
28,0.7642857142857143,0
29,0.8357142857142857,0
30,0.7642857142857142,0
31,0.2714285714285715,1
32,0.19285714285714284,1
33,-0.02142857142857135,1
34,0.07142857142857148,1
35,0.6464285714285715,0
36,0.6892857142857142,0
37,0.6285714285714286,0
38,0.4285714285714284,0
39,0.4107142857142857,0
40,0.5821428571428572,0
41,0.5357142857142858,0
42,0.36785714285714277,0
43,0.2464285714285715,1
44,0.6571428571428573,0
45,0.8357142857142857,0
46,0.492857142857143,0
47,0.1535714285714287,1
48,0.3892857142857144,0
49,0.13571428571428581,1
50,0.2000000000000001,1
51,0.33214285714285735,1
52,0.2607142857142858,1
53,0.2607142857142858,1
54,0.5071428571428572,0
55,0.3285714285714285,1
56,0.5714285714285716,0
57,0.6142857142857144,0
58,0.28214285714285725,1
59,0.36428571428571416,0
60,0.6714285714285716,0
61,0.3714285714285714,1
62,0.042857142857142885,1
63,0.03571428571428565,1
64,0.13928571428571435,1
65,0.25357142857142867,1
66,0.45357142857142874,0
67,0.1250000000000001,1
68,0.1964285714285715,1
69,0.4392857142857143,0
70,0.4964285714285716,0
71,0.55,0
72,0.4535714285714286,0
73,0.21785714285714286,1
74,0.1571428571428572,1
75,0.3642857142857143,1
76,0.27142857142857135,1
77,0.11785714285714283,1
78,-0.18571428571428572,1
79,0.13571428571428562,1
80,0.2678571428571429,1
81,-0.2607142857142859,1
82,0.15000000000000002,1
83,0.21428571428571425,1
84,-0.2678571428571428,1
85,-0.175,1
86,-0.4107142857142857,1
87,-0.6285714285714286,1
88,0.07142857142857134,1
89,0.17142857142857149,1
90,0.12857142857142856,1
91,0.23928571428571427,1
92,0.017857142857142756,1
93,-0.3571428571428572,1
94,-0.17142857142857146,1
95,0.5142857142857141,0
96,0.6988362419217078,0
97,0.6285714285714287,0
98,0.16428571428571448,1
99,-0.032142857142857126,1
100,0.0071428571428571305,1
101,0.3178571428571428,1
102,0.4535714285714285,0
103,0.03928571428571428,1
104,-0.057142857142857106,1
105,-0.01428571428571439,1
106,0.2428571428571429,1
107,0.5464285714285716,0
108,0.4892857142857143,0
109,0.37500000000000006,0
110,0.06071428571428566,1
111,-0.2107142857142856,1
112,0.06785714285714287,1
113,0.36785714285714277,0
114,0.28571428571428564,1
115,0.6928571428571427,0
116,0.8321428571428572,0
117,0.5964285714285716,0
118,0.08928571428571427,1
119,0.02500000000000002,1
120,-0.017857142857142815,1
121,-0.31428571428571433,1
122,-0.38928571428571435,1
123,0.15714285714285714,1
124,0.06785714285714295,1
125,0.010714285714285647,1
126,-0.03214285714285718,1
127,-0.2464285714285715,1
128,-0.06428571428571436,1
129,0.11071428571428547,1
130,-0.050000000000000086,1
131,-0.003571428571428647,1
132,0.06071428571428566,1
133,0.08571428571428572,1
134,0.30714285714285705,1
135,0.44285714285714284,0
136,0.0750000000000001,1
137,0.12142857142857154,1
138,0.24642857142857144,1
139,0.12499999999999996,1
140,0.21785714285714286,1
141,0.5892857142857143,0
142,0.42857142857142866,0
143,0.2785714285714286,1
144,0.6392857142857142,0
145,0.4678571428571429,0
146,0.23571428571428577,1
147,0.16428571428571434,1
148,0.007142857142857027,1
149,-0.1178571428571427,1
150,0.21785714285714292,1
151,0.3464285714285715,1
152,0.24999999999999994,1
153,0.30357142857142855,1
154,0.23214285714285712,1
155,0.4607142857142856,0
156,0.19642857142857137,1
157,0.5642857142857142,0
158,0.6321428571428572,0
159,0.5392857142857143,0
160,0.5214285714285715,0
161,0.7214285714285714,0
162,0.5214285714285714,0
163,-0.032142857142857084,1
164,-0.33928571428571414,1
165,0.07142857142857131,1
166,0.4964285714285714,0
167,0.6999999999999998,0
168,0.7392857142857143,0
169,0.5678571428571427,0
170,0.5285714285714286,0
171,0.7250000000000001,0
172,0.4535714285714285,0
173,-0.1071428571428572,1
174,0.23571428571428568,1
175,0.3428571428571429,1
176,0.010714285714285671,1
177,-0.15,1
178,0.08214285714285717,1
179,0.33571428571428574,1
180,0.1857142857142858,1
181,0.3464285714285715,1
182,0.01785714285714279,1
183,0.39285714285714285,0
184,0.6107142857142858,0
185,0.4535714285714286,0
186,0.8357142857142857,0
187,0.75,0
188,0.7999999999999999,0
189,0.7500000000000002,0
190,0.639285714285714,0
191,0.6607142857142858,0
192,0.8678571428571428,0
193,0.9,0
194,0.8428571428571425,0
195,0.8607142857142858,0
196,0.5214285714285715,0
197,-0.032142857142857084,1
198,0.642857142857143,0
199,0.6392857142857142,0
200,0.5857142857142855,0
201,0.7714285714285716,0
202,0.7892857142857141,0
203,0.6071428571428571,0
204,0.525,0
205,0.575,0
206,0.4964285714285715,0
207,0.5607142857142857,0
208,0.6821428571428572,0
209,0.7928571428571429,0
210,0.7178571428571429,0
211,0.6464285714285715,0
212,0.4107142857142855,0
213,0.07500000000000005,1
214,-0.08571428571428565,1
215,0.1928571428571429,1
216,0.1321428571428572,1
217,0.3607142857142857,1
218,0.6392857142857142,0
219,0.5571428571428573,0
220,0.2428571428571429,1
221,0.4750000000000001,0
222,0.5857142857142859,0
223,0.7785714285714286,0
224,0.7892857142857143,0
225,0.8214285714285715,0
226,0.7678571428571429,0
227,0.664285714285714,0
228,0.8357142857142857,0
229,0.5285714285714288,0
230,0.25714285714285734,1
231,0.6607142857142858,0
232,0.37142857142857144,0
233,0.4321428571428572,0
234,0.5821428571428572,0
235,0.21071428571428583,1
236,0.07142857142857158,1
237,0.4999999999999999,0
238,0.5714285714285714,0
239,0.7178571428571427,0
240,0.6107142857142858,0
241,0.7142857142857142,0
242,0.6071428571428571,0
243,0.09642857142857134,1
244,0.05714285714285714,1
245,0.10000000000000003,1
246,0.35357142857142865,0
247,0.4678571428571428,0
248,0.55,0
249,0.7392857142857144,0
250,0.7000000000000001,0
251,0.6035714285714285,0
252,0.41428571428571415,0
253,0.5142857142857141,0
254,0.6928571428571428,0
255,0.7857142857142858,0
256,0.6714285714285715,0
257,0.7178571428571427,0
258,0.7714285714285716,0
259,0.7071428571428571,0
260,0.6678571428571426,0
261,-0.01785714285714291,1
262,0.17499999999999996,1
263,0.5214285714285715,0
264,0.7107142857142856,0
265,0.7071428571428572,0
266,0.7571428571428571,0
267,0.782142857142857,0
268,0.5785714285714287,0
269,0.6,0
270,0.3821428571428572,0
271,0.31785714285714284,1
272,0.11785714285714281,1
273,0.3357142857142856,1
274,0.7821428571428573,0
275,0.8178571428571427,0
276,0.7928571428571429,0
277,0.6607142857142858,0
278,0.6107142857142857,0
279,0.34999999999999987,1
280,0.06071428571428567,1
281,-0.09642857142857146,1
282,-0.04285714285714282,1
283,0.23214285714285707,1
284,0.04999999999999993,1
285,0.4714285714285713,0
286,0.775,0
287,0.6535714285714286,0
288,0.717857142857143,0
289,0.37142857142857155,0
290,0.2892857142857144,1
291,0.5214285714285716,0
292,0.5499999999999998,0
293,0.6035714285714286,0
294,0.6250000000000001,0
295,0.45357142857142874,0
296,0.3642857142857143,0
297,0.2107142857142857,1
298,0.032142857142857084,1
299,0.4071428571428571,0
300,0.5642857142857143,0
301,0.3964285714285714,0
302,0.5214285714285714,0
303,0.3928571428571429,0
304,0.17142857142857154,1
305,0.3464285714285713,0
306,0.37500000000000017,0
307,0.3785714285714286,0
308,0.7928571428571428,0
309,0.41428571428571426,0
310,-0.1107142857142857,1
311,0.3785714285714286,0
312,0.31428571428571417,1
313,0.3821428571428571,0
314,0.3821428571428571,0
315,0.6821428571428569,0
316,0.7607142857142857,0
317,0.5500000000000003,0
318,0.6607142857142856,0
319,0.6392857142857142,0
320,0.4535714285714286,0
321,0.23571428571428577,1
322,0.3678571428571428,0
323,-0.09285714285714283,1
324,-0.15714285714285703,1
325,0.5178571428571429,0
326,0.23214285714285715,1
327,6.213142245590401e-17,1
328,0.26785714285714274,1
329,0.23214285714285707,1
330,0.0535714285714286,1
331,0.26071428571428584,1
332,0.31428571428571433,1
333,0.4714285714285713,0
334,0.5357142857142856,0
335,0.75,0
336,0.7142857142857142,0
337,0.6928571428571426,0
338,0.08928571428571426,1
339,0.07499999999999993,1
340,-0.2964285714285715,1
341,-0.11785714285714288,1
342,-0.060714285714285804,1
343,0.4678571428571428,0
344,0.3678571428571429,0
345,0.4892857142857142,0
346,0.5607142857142856,0
347,0.7,0
348,0.6357142857142858,0
349,0.20357142857142863,1
350,0.1035714285714285,1
