ICICIBANK.NS,HDFCBANK.NS
190.84030151367188,520.8223266601562
186.08511352539062,520.9854125976562
180.48822021484375,525.3425903320312
180.6565704345703,527.6492919921875
183.9810028076172,521.7543334960938
189.61996459960938,531.889892578125
189.7882843017578,533.5208740234375
188.48374938964844,530.6781616210938
195.090576171875,535.47802734375
190.62991333007812,531.65673828125
188.31541442871094,541.8623046875
190.16702270507812,537.505126953125
190.58782958984375,531.5403442382812
189.83035278320312,530.9113159179688
185.2434844970703,531.65673828125
186.08511352539062,529.722900390625
188.98873901367188,531.214111328125
197.7838134765625,546.7552490234375
202.95986938476562,551.3919067382812
204.6431427001953,553.0462036132812
205.7793426513672,549.7608642578125
205.9055633544922,550.7628173828125
202.03402709960938,547.6173095703125
203.12815856933594,547.5239868164062
205.14810180664062,546.0328369140625
204.9376983642578,545.72998046875
213.8590087890625,546.9415283203125
216.84677124023438,541.76904296875
214.2377166748047,540.27783203125
212.5965576171875,541.1865234375
205.14810180664062,537.2488403320312
206.1580352783203,536.7593994140625
208.6829376220703,545.0076293945312
205.33303833007812,541.559326171875
204.81765747070312,545.2173461914062
204.51702880859375,546.1727905273438
204.3022918701172,543.65625
205.2900848388672,545.9163208007812
206.92210388183594,554.5839233398438
198.37548828125,541.4427490234375
199.87867736816406,540.5341186523438
200.26524353027344,543.796142578125
203.2715606689453,548.893798828125
206.62149047851562,552.72265625
206.4496612548828,551.8065795898438
213.1495361328125,551.0079345703125
210.52972412109375,547.6251220703125
210.31495666503906,557.045166015625
207.82400512695312,551.970947265625
214.60972595214844,563.6696166992188
224.78834533691406,564.7972412109375
224.31591796875,562.72998046875
230.71514892578125,563.951416015625
228.26712036132812,574.9217529296875
226.24856567382812,576.6835327148438
231.18756103515625,572.4083251953125
229.770263671875,578.915283203125
224.96014404296875,577.2239990234375
226.29150390625,578.2576293945312
230.75807189941406,585.84521484375
224.74542236328125,582.0161743164062
232.43304443359375,581.1470336914062
233.6355743408203,586.5498657226562
225.819091796875,585.4928588867188
214.30911254882812,583.6605834960938
210.7014617919922,584.13037109375
207.95286560058594,582.7913208007812
206.4496612548828,583.0497436523438
211.2598419189453,586.9258422851562
210.65853881835938,587.0901489257812
210.74444580078125,585.962646484375
205.59072875976562,576.4253540039062
208.46823120117188,577.0595703125
211.2598419189453,577.2708740234375
213.4931182861328,576.6132202148438
212.67709350585938,580.1837768554688
217.2295379638672,588.4527587890625
218.0885009765625,585.9157104492188
216.67123413085938,587.4191284179688
214.91038513183594,587.9594116210938
213.4071807861328,592.8221435546875
212.11875915527344,591.2951049804688
210.7014617919922,590.6139526367188
215.1680450439453,581.6873168945312
220.1070556640625,596.040283203125
221.61021423339844,606.6348876953125
224.14413452148438,603.1112060546875
224.4447784423828,603.7689819335938
234.2368621826172,610.9573364257812
238.91815185546875,604.544189453125
237.3720245361328,605.7891235351562
235.4393768310547,606.2590942382812
230.37155151367188,601.3258666992188
233.16314697265625,596.4161987304688
232.43304443359375,601.1848754882812
229.6414337158203,609.7590942382812
233.29200744628906,606.1416015625
233.72146606445312,605.3427734375
231.831787109375,607.4805297851562
236.64190673828125,614.0110473632812
232.99134826660156,616.7360229492188
225.51844787597656,608.9605712890625
223.328125,609.8531494140625
223.97235107421875,608.5376586914062
215.0392303466797,600.1983032226562
216.58534240722656,598.0136108398438
220.02114868164062,604.7555541992188
221.78199768066406,605.8597412109375
219.4198760986328,604.2387084960938
215.81228637695312,602.2890625
215.25393676757812,601.65478515625
214.82447814941406,603.4166259765625
207.1368408203125,593.268310546875
207.6521759033203,592.8221435546875
222.2544403076172,581.4993286132812
232.21832275390625,590.9663696289062
227.66586303710938,591.201171875
238.4457244873047,589.8621826171875
238.27391052246094,597.0035400390625
244.41546630859375,593.6443481445312
248.4525146484375,587.4191284179688
239.1328887939453,582.2510986328125
244.2007293701172,588.2648315429688
237.801513671875,591.530029296875
236.5130615234375,591.8823852539062
233.5496826171875,585.4694213867188
231.70294189453125,589.603759765625
231.74588012695312,584.3182373046875
239.3905792236328,587.0197143554688
243.25587463378906,589.2984008789062
241.752685546875,587.865478515625
251.3300323486328,600.691650390625
237.41497802734375,599.399658203125
231.70294189453125,589.5099487304688
228.6536407470703,584.6236572265625
229.8991241455078,577.9756469726562
227.27932739257812,569.1430053710938
224.35887145996094,563.1762084960938
225.64732360839844,562.870849609375
227.5799560546875,556.6222534179688
222.72683715820312,547.578125
223.41404724121094,558.760009765625
219.29104614257812,556.4813232421875
219.4198760986328,553.8033447265625
228.0953369140625,563.5990600585938
222.59803771972656,562.4949951171875
222.8986358642578,558.6659545898438
224.0582275390625,562.0722045898438
224.18707275390625,561.1795043945312
222.21148681640625,555.1422729492188
225.6902618408203,563.5521850585938
230.58628845214844,562.9883422851562
227.49403381347656,556.4813232421875
227.1074981689453,557.3269653320312
223.80055236816406,552.3702392578125
223.5858154296875,552.7930908203125
219.54873657226562,555.47119140625
220.83714294433594,552.8636474609375
216.11289978027344,555.2833251953125
217.5301971435547,554.390625
217.27249145507812,551.1487426757812
216.32763671875,557.3269653320312
213.1495361328125,552.0415649414062
217.78787231445312,556.8336791992188
216.24176025390625,557.5618286132812
215.68344116210938,566.2301635742188
219.29104614257812,566.6998901367188
216.41354370117188,562.4244995117188
218.51797485351562,559.0418701171875
215.68344116210938,556.974609375
220.96600341796875,557.303466796875
221.7390594482422,560.8037719726562
222.21148681640625,561.5319213867188
223.49993896484375,570.5289916992188
227.36521911621094,579.760986328125
230.50038146972656,580.2308959960938
230.2427215576172,579.0563354492188
231.31640625,586.1740112304688
230.54331970214844,581.875244140625
230.58628845214844,583.8015747070312
231.65997314453125,580.841552734375
226.29150390625,580.8651733398438
221.22369384765625,584.7646484375
220.88009643554688,595.5236206054688
223.28515625,606.3529052734375
233.6355743408203,606.9638061523438
232.60484313964844,603.698486328125
231.01576232910156,604.4971923828125
241.36618041992188,613.4473266601562
245.48916625976562,610.1585083007812
241.8385772705078,615.9608764648438
249.35446166992188,617.393798828125
247.46475219726562,614.1286010742188
245.48916625976562,613.423828125
244.802001953125,609.6652221679688
241.88156127929688,612.460693359375
241.92446899414062,615.5614624023438
244.50137329101562,615.9843139648438
241.15142822265625,621.1992797851562
239.4764862060547,623.8773193359375
243.08407592773438,646.9690551757812
242.52577209472656,662.0269165039062
244.63018798828125,665.0574340820312
245.78977966308594,657.3522338867188
244.37249755859375,655.0736083984375
239.51939392089844,654.7447509765625
237.3720245361328,653.1002807617188
239.73414611816406,653.8284301757812
239.3476104736328,648.4020385742188
237.02842712402344,646.9456176757812
237.7156219482422,648.70751953125
237.07139587402344,651.26806640625
235.69705200195312,654.0869750976562
234.92401123046875,655.0265502929688
232.39007568359375,657.7985229492188
246.73464965820312,662.7786254882812
244.93081665039062,665.550537109375
244.37249755859375,665.9028930664062
241.0225830078125,669.8964233398438
236.25538635253906,674.7120971679688
233.6785430908203,676.9907836914062
227.62290954589844,672.26904296875
229.29788208007812,672.26904296875
235.99769592285156,669.1917114257812
234.62338256835938,662.3793334960938
237.93035888671875,667.2418823242188
242.3968963623047,671.1885375976562
241.66680908203125,688.8536376953125
237.801513671875,677.7424926757812
246.26220703125,673.3496704101562
244.67315673828125,672.9501953125
241.23731994628906,675.8396606445312
238.2310028076172,676.004150390625
238.4886474609375,673.7960205078125
243.6424102783203,676.3095703125
241.19436645507812,678.2827758789062
242.9123077392578,676.6854248046875
242.56869506835938,675.0410766601562
243.42767333984375,679.9741821289062
240.97962951660156,680.7728271484375
234.27978515625,686.9510498046875
231.18756103515625,703.136474609375
230.75807189941406,720.261474609375
234.06504821777344,722.1408081054688
237.84446716308594,728.5303344726562
235.4822998046875,736.9636840820312
239.21878051757812,726.58056640625
236.72781372070312,723.80859375
234.27978515625,725.546875
255.79656982421875,721.0836791992188
256.44085693359375,719.8621215820312
260.2201843261719,721.0836791992188
258.2016906738281,721.5299072265625
256.52667236328125,729.0706787109375
257.85809326171875,726.5335693359375
254.722900390625,729.0001831054688
259.2323913574219,729.8223266601562
259.9625244140625,732.7587890625
266.0611267089844,731.5841674804688
264.5150451660156,731.5606079101562
263.7419128417969,733.5104370117188
260.9932556152344,740.4403076171875
262.88299560546875,737.1986083984375
263.44134521484375,736.094482421875
272.8898010253906,759.7734985351562
276.19671630859375,763.9314575195312
270.4847106933594,766.7034912109375
276.06793212890625,765.3644409179688
280.4056396484375,768.7236938476562
274.9512634277344,765.1529541015625
273.27630615234375,767.8074340820312
274.6506652832031,768.4182739257812
273.9634704589844,770.015625
278.9024353027344,770.8848876953125
275.03717041015625,772.7406005859375
276.7121887207031,783.1001586914062
271.21484375,784.016357421875
270.4417724609375,787.7514038085938
274.04937744140625,785.1674194335938
272.0737609863281,781.9491577148438
271.8590393066406,784.2512817382812
275.38079833984375,795.3626098632812
278.4929504394531,792.3790893554688
277.2073974609375,798.0875244140625
275.7789611816406,797.7586059570312
277.921630859375,788.6676635742188
274.16009521484375,783.4995727539062
276.4931945800781,782.9356689453125
279.2547912597656,786.5301513671875
276.302734375,781.3277587890625
276.20745849609375,784.4254760742188
275.6837463378906,781.9425659179688
278.8738708496094,779.7669677734375
279.7309265136719,784.2128295898438
275.8742370605469,788.4927978515625
277.5406799316406,792.8203125
275.8265686035156,794.7357177734375
278.39776611328125,795.1376953125
283.6828918457031,796.2255249023438
284.01617431640625,794.5228271484375
289.015625,795.6580200195312
289.3965148925781,796.2255249023438
287.8252868652344,800.36376953125
286.2540588378906,809.1605224609375
287.6347961425781,805.4479370117188
288.5870666503906,820.6057739257812
289.6346435546875,822.7576293945312
295.5387268066406,826.4939575195312
292.5390930175781,846.4049072265625
282.016357421875,841.131591796875
288.1585998535156,843.921875
288.1585998535156,849.9755859375
287.4443664550781,847.3507690429688
281.5879211425781,841.8172607421875
282.11163330078125,846.688720703125
285.8254089355469,845.8847045898438
281.3974304199219,840.8477783203125
276.7312316894531,834.4866943359375
274.9696350097656,832.594970703125
273.2554931640625,827.2034301757812
277.8740234375,831.057861328125
280.8736572265625,842.4321899414062
279.1595458984375,834.9360961914062
279.1595458984375,828.6695556640625
279.4928894042969,824.4365844726562
279.92138671875,826.2338256835938
284.3494567871094,838.270263671875
283.4924621582031,833.564453125
286.5396728515625,833.4461669921875
285.20654296875,825.8319091796875
285.9682922363281,836.4258422851562
283.8257141113281,840.1620483398438
284.06378173828125,835.9765625
282.9210510253906,828.078369140625
283.3972473144531,830.1829223632812
281.2546081542969,832.3348388671875
278.6834411621094,835.47998046875
278.0644226074219,845.458984375
276.921630859375,862.3430786132812
277.3026428222656,867.9475708007812
278.0644226074219,871.0925903320312
279.6833190917969,869.933837890625
277.68353271484375,874.4505004882812
279.0166931152344,879.8893432617188
280.58795166015625,874.8052368164062
276.6836242675781,874.4031372070312
271.3509826660156,869.7919921875
263.8755187988281,862.6978759765625
266.1609802246094,851.181640625
269.2558898925781,847.658203125
263.208984375,840.1856689453125
262.7804260253906,849.0770263671875
263.3994140625,853.9956665039062
265.1135559082031,855.4854125976562
262.9233093261719,849.881103515625
258.8284606933594,850.6377563476562
258.97137451171875,851.3472290039062
258.7808532714844,849.171630859375
256.92388916015625,852.5768432617188
254.82894897460938,846.6414184570312
254.78126525878906,860.1912841796875
258.352294921875,875.3255004882812
261.1615905761719,878.3287963867188
260.8282775878906,875.5382690429688
250.59129333496094,883.6965942382812
245.54425048828125,874.1903686523438
250.0199432373047,881.2373046875
253.82904052734375,883.0344848632812
291.110595703125,848.9825439453125
284.9684753417969,849.1007080078125
286.7778015136719,847.0670166015625
286.2064514160156,858.39404296875
285.7778625488281,855.3198852539062
298.4431457519531,861.3262939453125
301.5380859375,861.751953125
300.8238220214844,865.8192749023438
301.0142517089844,864.8261108398438
297.5384826660156,862.5086669921875
290.920166015625,863.57275390625
296.4433898925781,864.4713134765625
303.29974365234375,861.7046508789062
299.2525939941406,857.7083129882812
299.1097106933594,852.4112548828125
300.44293212890625,851.4180908203125
303.7283020019531,854.9414672851562
309.5848083496094,863.3836059570312
303.3473815917969,869.3427124023438
304.6329650878906,873.1734619140625
303.6806640625,877.4300537109375
304.2043762207031,871.5654907226562
302.06182861328125,875.6091918945312
301.8713073730469,878.5178833007812
298.252685546875,882.206787109375
299.823974609375,885.966796875
292.8723449707031,876.6968994140625
290.6820983886719,874.0958251953125
289.7298583984375,867.42724609375
290.6820983886719,860.9715576171875
285.20654296875,852.860595703125
291.20587158203125,855.8638305664062
295.9195861816406,870.4067993164062
296.586181640625,873.2444458007812
292.91998291015625,860.7114868164062
288.49188232421875,861.397216796875
289.8250427246094,869.29541015625
288.6822814941406,886.03759765625
294.1579284667969,888.6388549804688
298.72882080078125,891.263671875
300.7285461425781,883.5310668945312
300.39532470703125,883.6019897460938
301.490478515625,887.5510864257812
302.96649169921875,883.6255493164062
297.87176513671875,878.1394653320312
300.25244140625,888.2132568359375
299.0144958496094,885.5410766601562
295.4910583496094,877.0753173828125
294.9197692871094,885.5174560546875
299.966796875,876.200439453125
299.6811218261719,879.6292114257812
297.96697998046875,881.3790893554688
299.1573181152344,879.9603271484375
297.6813049316406,881.4263916015625
297.1099548339844,881.662841796875
294.7292785644531,885.6119995117188
302.5379333496094,882.1831665039062
313.5843200683594,897.5302124023438
318.1552429199219,898.665283203125
326.8685607910156,894.101318359375
329.63018798828125,914.8163452148438
336.724609375,923.2820434570312
334.7248840332031,928.5553588867188
345.00946044921875,922.8563842773438
335.9151916503906,925.8595581054688
343.5810241699219,934.0413818359375
340.5813293457031,945.7232666015625
336.391357421875,943.760498046875
336.1056823730469,948.58447265625
329.6778259277344,941.7032470703125
319.1075134277344,921.295654296875
313.96533203125,905.14453125
314.9175109863281,897.0809326171875
316.67919921875,885.730224609375
317.9172058105469,889.5846557617188
311.1560363769531,874.7106323242188
310.6799011230469,887.5510864257812
303.7283020019531,890.625244140625
312.9653625488281,890.0341186523438
305.72802734375,888.4732666015625
304.4901428222656,888.2841186523438
302.109375,881.1900024414062
303.96636962890625,878.4468383789062
303.15692138671875,876.4605102539062
307.3468933105469,889.3955688476562
311.44171142578125,904.0568237304688
306.7755432128906,899.8003540039062
298.3003234863281,891.1217041015625
290.39642333984375,886.46337890625
288.8727722167969,884.3822631835938
280.9688720703125,873.1734619140625
273.01739501953125,866.7179565429688
282.7782287597656,876.294921875
278.7310485839844,875.4437255859375
286.3016662597656,883.1053466796875
289.8250427246094,879.7947998046875
291.4439392089844,881.8048095703125
287.0634460449219,889.5138549804688
283.8733825683594,876.365966796875
280.4927978515625,873.646484375
278.0644226074219,869.981201171875
275.3980712890625,879.1563720703125
269.7320861816406,883.3418579101562
262.3995361328125,870.9507446289062
268.20843505859375,895.4964599609375
270.35101318359375,895.094482421875
265.06591796875,892.0203857421875
249.3533477783203,913.3501586914062
257.1620178222656,906.1141357421875
255.8288116455078,890.6724853515625
265.3515930175781,902.8035278320312
267.2560729980469,909.6612548828125
267.44659423828125,917.0628051757812
275.0172119140625,908.4552001953125
270.9699401855469,907.50927734375
273.06500244140625,912.2151489257812
274.49346923828125,910.4179077148438
273.87445068359375,918.5052490234375
277.8263854980469,921.5321044921875
276.20745849609375,914.0122680664062
275.7789611816406,917.0391845703125
268.68450927734375,925.0318603515625
266.0657653808594,915.5021362304688
270.5414733886719,915.1473999023438
265.5896301269531,908.4078979492188
265.5419921875,912.90087890625
274.16009521484375,909.6612548828125
270.6366882324219,919.5457763671875
263.68505859375,931.4639892578125
268.44647216796875,930.7072143554688
269.3511047363281,940.4498291015625
275.96942138671875,935.2002563476562
294.5387878417969,930.30517578125
292.1581115722656,935.6731567382812
292.2057189941406,942.436279296875
296.11004638671875,951.4458618164062
295.3006591796875,956.1753540039062
293.53900146484375,963.7659912109375
283.0639343261719,956.9320678710938
281.8735656738281,959.012939453125
272.4460144042969,951.635009765625
275.4932861328125,942.6018676757812
276.445556640625,941.112060546875
278.112060546875,930.5180053710938
283.4924621582031,939.2673950195312
281.540283203125,950.0032958984375
284.9684753417969,965.8471069335938
276.06463623046875,961.3067626953125
271.3033142089844,968.7557373046875
272.16033935546875,1018.3035278320312
275.4932861328125,1004.5721435546875
273.06500244140625,973.9197998046875
270.5414733886719,982.20166015625
270.35101318359375,979.2268676757812
277.01690673828125,981.5352783203125
274.49346923828125,975.419189453125
272.7317199707031,972.0636596679688
273.68402099609375,972.8013305664062
276.87408447265625,966.8992919921875
271.1605224609375,969.7313842773438
269.0178527832031,966.0188598632812
279.0166931152344,961.0449829101562
