ICICIBANK.NS,HDFCBANK.NS
275.85662841796875,418.4199523925781
278.92626953125,419.923095703125
282.6330871582031,421.70379638671875
280.0763854980469,423.6463928222656
280.0433044433594,430.19110107421875
276.990234375,425.03399658203125
278.2065124511719,431.162353515625
278.4877624511719,428.54913330078125
279.3234558105469,424.6871032714844
286.3977966308594,431.4630126953125
293.4472351074219,437.1752014160156
287.4816589355469,441.0372314453125
283.03851318359375,439.9965515136719
285.15667724609375,438.5396423339844
290.31964111328125,442.7023010253906
290.940185546875,439.3952941894531
292.98388671875,436.29632568359375
296.8892517089844,431.5786437988281
299.6859130859375,435.4175720214844
297.70013427734375,436.0419921875
292.73565673828125,428.82666015625
289.9225158691406,428.6416320800781
291.2877197265625,430.7923889160156
287.89532470703125,431.8099365234375
286.5301513671875,430.8385925292969
285.661376953125,435.4638366699219
273.6226501464844,428.1791076660156
274.98785400390625,426.375244140625
286.0750732421875,432.0180358886719
294.5559997558594,435.44073486328125
297.20361328125,445.7317810058594
292.07373046875,443.90478515625
292.1564636230469,437.1982727050781
290.3775939941406,438.77081298828125
288.88824462890625,440.1815490722656
289.79840087890625,442.3785095214844
292.1564636230469,440.13531494140625
291.49456787109375,440.34344482421875
299.7686767578125,446.4718017578125
300.3891906738281,442.7023010253906
287.6471862792969,435.8106994628906
279.8695983886719,437.0826416015625
287.4816589355469,446.2637023925781
282.84820556640625,451.2589111328125
286.7369689941406,447.2812194824219
282.0621643066406,445.5699157714844
278.7525634765625,445.82427978515625
291.94970703125,459.35302734375
292.77703857421875,463.145751953125
298.5275573730469,464.62579345703125
304.278076171875,472.211181640625
304.857177734375,471.7486267089844
305.97418212890625,472.34991455078125
306.7188720703125,482.3172607421875
317.3095703125,496.7710876464844
317.76470947265625,489.5093994140625
314.6618347167969,506.46087646484375
298.4447937011719,498.29730224609375
291.12225341796875,500.2630920410156
286.7784423828125,492.1689758300781
285.1649475097656,493.83392333984375
277.6769104003906,497.90411376953125
272.5056457519531,487.2662048339844
264.810791015625,481.06842041015625
273.9122009277344,487.7055969238281
276.9321594238281,489.5326232910156
280.6142272949219,497.67291259765625
284.5030517578125,492.95526123046875
279.7041015625,493.7647399902344
283.3032531738281,497.1180114746094
280.1177673339844,499.4305419921875
273.8294982910156,496.3085021972656
272.2160949707031,493.7414855957031
269.77520751953125,493.8109130859375
266.83795166015625,486.780517578125
265.8450927734375,480.1665344238281
277.3873291015625,487.49737548828125
288.8055419921875,500.7025451660156
288.474609375,501.072509765625
289.0537414550781,492.7239990234375
287.7298278808594,501.88177490234375
275.3601989746094,489.8100891113281
276.0634765625,486.8268737792969
275.2361145019531,488.6306457519531
279.8281555175781,487.7750244140625
273.2089538574219,482.24786376953125
274.2431640625,486.36431884765625
277.0563659667969,489.37066650390625
277.0150146484375,491.91455078125
273.2089538574219,486.6649169921875
263.6110534667969,488.37628173828125
259.6395263671875,484.606689453125
258.06744384765625,480.0740051269531
262.2044677734375,478.3626708984375
254.7991943359375,465.7358703613281
260.2601013183594,469.2972717285156
263.6937255859375,479.5883483886719
261.0460510253906,473.0205993652344
267.375732421875,477.900146484375
265.8036193847656,477.29888916015625
262.6181640625,477.66888427734375
260.715087890625,478.9638977050781
265.26593017578125,488.4687805175781
263.3628234863281,482.24786376953125
262.2044677734375,480.46722412109375
260.63238525390625,477.1601257324219
258.56390380859375,476.2350769042969
256.578125,470.96234130859375
257.4468994140625,464.8801574707031
257.1986389160156,463.90887451171875
258.9361877441406,468.580322265625
258.02606201171875,468.765380859375
255.04734802246094,465.5046081542969
250.1243438720703,465.0420837402344
270.43707275390625,464.62579345703125
273.1675720214844,459.35302734375
273.99493408203125,457.341064453125
272.4642639160156,462.9607849121094
271.76104736328125,456.8092041015625
258.2742919921875,448.9231872558594
252.0273895263672,439.9965515136719
262.2872314453125,454.1959533691406
267.66534423828125,458.0348205566406
255.00604248046875,449.547607421875
262.82501220703125,458.0117492675781
260.59100341796875,458.38177490234375
258.43975830078125,457.9423522949219
261.6666564941406,467.0771484375
260.9219970703125,466.0133972167969
263.7351989746094,473.6449890136719
259.4326477050781,473.94561767578125
259.47406005859375,473.7606201171875
258.2742919921875,473.4137268066406
256.24713134765625,475.1944274902344
259.10174560546875,480.1665344238281
260.21868896484375,476.1194763183594
262.49407958984375,485.9018249511719
261.8321838378906,479.2646179199219
251.9446563720703,466.59149169921875
244.7048797607422,465.0882873535156
244.1577606201172,469.43603515625
239.10801696777344,467.9559326171875
238.30844116210938,464.1170349121094
241.6328887939453,463.376953125
246.17770385742188,469.7366027832031
242.81118774414062,462.61383056640625
249.0813446044922,466.7533874511719
251.81668090820312,464.9264831542969
254.21534729003906,466.4065246582031
253.6261749267578,464.6951904296875
255.3094024658203,471.5867004394531
256.3193664550781,476.6282043457031
265.15655517578125,484.3291931152344
263.85205078125,486.6186828613281
267.428955078125,483.704833984375
264.94610595703125,492.58514404296875
262.3370666503906,491.59075927734375
261.9162292480469,488.72308349609375
259.2230224609375,493.57965087890625
262.75787353515625,495.9847106933594
263.43121337890625,493.118896484375
264.7357482910156,500.5979919433594
265.2407531738281,504.9086608886719
263.09454345703125,506.4696044921875
258.84423828125,498.08172607421875
260.4855041503906,500.5049743652344
263.5575256347656,508.287109375
266.292724609375,510.80352783203125
263.8099670410156,508.79962158203125
264.8198547363281,511.0597229003906
266.88189697265625,519.4476318359375
267.17645263671875,517.5137939453125
265.7877197265625,519.7041015625
262.1266174316406,511.68890380859375
266.6293640136719,519.3079833984375
263.3470153808594,516.2789916992188
252.99496459960938,516.255615234375
244.99942016601562,510.66357421875
239.86544799804688,516.5585327148438
243.4423828125,516.4887084960938
244.91525268554688,517.5137939453125
254.50990295410156,518.0264282226562
263.3470153808594,510.4540100097656
264.3149108886719,506.2832946777344
262.04248046875,508.9627990722656
261.7900390625,510.7101745605469
261.03253173828125,509.1724548339844
260.56964111328125,510.1044616699219
254.38360595703125,510.12774658203125
245.46231079101562,498.82733154296875
245.6727752685547,502.13592529296875
254.67823791503906,513.4364013671875
254.93072509765625,508.6366271972656
253.41574096679688,506.23663330078125
256.2773132324219,504.1396789550781
251.0170440673828,500.8077697753906
249.5442352294922,494.56353759765625
227.19886779785156,474.8750305175781
238.60301208496094,474.5954284667969
234.01608276367188,472.2887878417969
237.7193145751953,476.2962951660156
238.77134704589844,479.02239990234375
233.88987731933594,478.7893981933594
228.04049682617188,466.0443420410156
222.90652465820312,463.73773193359375
224.58981323242188,470.7975158691406
216.93092346191406,464.15704345703125
209.6508331298828,458.7515563964844
219.4979705810547,467.8850402832031
222.65406799316406,473.59356689453125
225.05270385742188,471.1237487792969
225.178955078125,470.8907470703125
229.2608642578125,475.17791748046875
225.97853088378906,472.1256408691406
229.6396484375,476.87884521484375
233.84779357910156,489.1811828613281
235.0681610107422,490.6723937988281
227.703857421875,480.2806091308594
230.06045532226562,488.9248962402344
225.8101806640625,489.9500732421875
225.641845703125,487.6201171875
226.39932250976562,496.1944580078125
227.53553771972656,498.0585021972656
224.80023193359375,497.5225830078125
236.4568328857422,511.82861328125
237.97177124023438,506.0502624511719
238.1821746826172,506.88916015625
234.35276794433594,504.7221374511719
240.79124450683594,506.1434631347656
242.0537109375,503.5339660644531
241.92747497558594,501.5766296386719
238.09805297851562,505.4910888671875
241.0016632080078,505.21148681640625
243.61073303222656,512.6209106445312
241.71707153320312,511.5723571777344
240.8754425048828,510.2208251953125
237.92970275878906,510.267578125
240.91749572753906,516.5585327148438
240.1600341796875,513.2965698242188
238.77134704589844,517.6768798828125
228.2509307861328,517.9566040039062
228.46131896972656,514.2518920898438
233.13238525390625,512.4110717773438
235.27854919433594,504.7221374511719
235.1944122314453,505.56103515625
230.06045532226562,504.06976318359375
227.2830352783203,503.2076721191406
224.80023193359375,503.69708251953125
221.47576904296875,496.1944580078125
221.18121337890625,491.4413146972656
220.29747009277344,490.2530212402344
224.92649841308594,494.4002990722656
225.4314422607422,494.3305358886719
219.203369140625,488.6452331542969
224.21107482910156,498.1051025390625
222.99072265625,499.0137634277344
223.8323211669922,496.7769775390625
221.6440887451172,495.9847412109375
222.191162109375,495.79827880859375
227.2830352783203,502.998046875
230.22877502441406,502.2290954589844
230.52333068847656,504.67559814453125
227.57762145996094,502.25238037109375
223.7061309814453,501.76312255859375
220.04501342773438,493.445068359375
221.39163208007812,494.8663330078125
220.04501342773438,488.9481506347656
218.3617401123047,488.109375
217.94093322753906,494.2371826171875
209.81915283203125,487.5967712402344
209.56666564941406,491.6510314941406
207.37840270996094,493.701416015625
212.1336669921875,497.3594665527344
213.05941772460938,503.39410400390625
210.49244689941406,500.0155334472656
217.30967712402344,501.134033203125
218.44590759277344,496.9632873535156
220.38165283203125,500.5281677246094
217.09925842285156,500.4815673828125
222.2332763671875,501.9961242675781
222.82241821289062,502.3222961425781
220.80245971679688,500.6214599609375
219.9608154296875,504.279541015625
221.34951782226562,507.3551025390625
215.07937622070312,498.8505859375
216.0472412109375,495.0760192871094
210.49244689941406,497.2662353515625
207.67298889160156,492.1868591308594
206.24217224121094,495.052734375
201.529052734375,493.30523681640625
199.2566375732422,487.8763732910156
201.57115173339844,494.027587890625
198.41502380371094,489.1811828613281
188.90455627441406,485.6395568847656
187.76837158203125,478.0437927246094
192.52359008789062,482.6805114746094
188.86248779296875,474.5255432128906
190.46157836914062,476.71575927734375
195.89012145996094,480.1175537109375
198.6675262451172,485.1735534667969
199.7195281982422,482.6105651855469
196.26885986328125,480.7698974609375
193.70188903808594,489.227783203125
182.802734375,493.84112548828125
177.07962036132812,491.0685119628906
171.73526000976562,486.4317626953125
171.651123046875,488.9248962402344
176.23797607421875,491.7441101074219
175.52261352539062,482.70379638671875
176.23797607421875,478.1370849609375
174.42848205566406,472.0324401855469
167.69544982910156,454.4876403808594
162.89808654785156,452.67022705078125
171.27236938476562,453.6954345703125
165.465087890625,453.6255798339844
160.54153442382812,454.30126953125
165.0863494873047,461.08154296875
167.31666564941406,461.0115966796875
167.0220947265625,460.75531005859375
161.59356689453125,452.0411376953125
157.38540649414062,442.5115051269531
154.0188751220703,439.2727966308594
155.5338134765625,447.8238525390625
159.95237731933594,452.87994384765625
172.49273681640625,458.6117248535156
185.1593017578125,469.35296630859375
183.47604370117188,473.3838806152344
185.5801239013672,475.5740051269531
182.50814819335938,472.5916748046875
182.0873565673828,477.5545654296875
181.37196350097656,475.9002380371094
179.98326110839844,479.3718566894531
186.54800415039062,478.8360595703125
186.29550170898438,478.4399108886719
190.54576110839844,480.1873779296875
191.6819610595703,474.5721740722656
193.7439422607422,479.2320556640625
197.6575469970703,487.2472839355469
196.60549926757812,491.0917663574219
197.11050415039062,488.9947509765625
189.74620056152344,488.1326904296875
188.02085876464844,491.0685119628906
199.88787841796875,496.2643127441406
199.17251586914062,499.1535339355469
200.56117248535156,496.0313720703125
200.93992614746094,498.17486572265625
189.8724365234375,492.7693176269531
187.3054656982422,494.6566467285156
185.4117889404297,491.8606262207031
186.2113494873047,493.6546630859375
189.11497497558594,499.060302734375
192.52359008789062,495.35565185546875
202.53904724121094,504.09307861328125
199.59332275390625,506.912353515625
200.3507843017578,511.5956115722656
212.97528076171875,508.4735412597656
212.091552734375,508.9394226074219
212.89109802246094,509.4520568847656
213.81690979003906,519.0516357421875
205.8634796142578,523.8746337890625
202.07611083984375,519.0982055664062
199.42498779296875,527.672607421875
