Mean,Std Dev,Coloring
0.0008310604746194864,0.007169440701893956,0
-0.0009732927360010853,0.006401561010982377,1
-0.0006479530438969295,0.006656609895492036,1
-0.0008726290767594205,0.006726421519868088,1
0.0005622371738002548,0.00584831487414836,0
0.002327083848663855,0.005285734650315975,0
0.0016173001458697643,0.0045455586731736565,0
0.0018081880658311843,0.007791289731350059,0
0.0012656378919132661,0.007952645599267432,0
-0.0015211666783385089,0.004687399901004236,1
-0.0009894373443618929,0.00384640476578153,1
-0.001765704689091072,0.008182165863037603,1
-0.0006863454388760051,0.008830149947548114,1
0.001090507599793129,0.005157736798734621,0
0.0007107735288268893,0.008418466605222028,0
0.00036532410201581326,0.00867625072465575,0
7.916984222882279e-05,0.0068542107208097525,0
0.0022230198550575115,0.006930185486381076,0
0.0027177664600408166,0.006595369596419958,0
-0.00016908500218579462,0.0050287256007374844,1
-0.0017133478964042653,0.004436409581220223,1
-0.002719494238289337,0.004789898608579923,1
-0.001033873254976602,0.006862010808558397,1
-0.0003204463335669568,0.00657480084912169,1
0.000503956136957717,0.006405002503720133,0
0.00026200120370192673,0.0065140659147948496,0
0.00046972363728402987,0.005292809517323316,0
-0.0007876247595564031,0.005392527109093351,1
-0.0005885050031075405,0.007866848897660846,1
-0.0018629443421770415,0.006961970845559581,1
-0.0017360918790749412,0.005691797811985829,1
-0.002640336503973767,0.007872307432920372,1
-0.0022853724451803756,0.008383101729184567,1
0.0005980445142193858,0.00764738960774027,0
0.001431633231419628,0.0050141569008448,0
-0.0003977654351539016,0.00518813759953694,1
-0.0006124698443086878,0.00575568008726336,1
-0.00225354331987928,0.00564499532450073,1
-0.001109404965527043,0.00585486290530551,1
0.0005429207361948904,0.006620324862118327,0
-0.0003705855850284048,0.007828167690392138,1
-0.0014777546642800695,0.006815686494319738,1
-0.0010708434526800264,0.004947273362075752,1
-0.0009028711474974149,0.004741110711997508,1
-0.00027346164598106564,0.005997278804809114,1
-0.001683547878791466,0.006918961278726276,1
-0.0021405983316537644,0.006301952964655861,1
-0.0003968832951075725,0.005797709741527513,1
-0.0010225819405621618,0.004949066217907043,1
-0.00016166062467693656,0.004474818436977379,1
-0.0002752169977705412,0.005778332994454932,1
0.0003773522093418996,0.006779617214649293,0
-8.171982908420344e-05,0.006151964640737428,0
-0.001139462894961084,0.00628589640158105,1
-0.0004920479811993431,0.0064511161593480025,1
0.0010438581239577728,0.008203575321041228,0
0.003975721547499767,0.007229763806215213,0
0.0031023520620644196,0.0050337623908741245,0
0.001665693932993298,0.0062032123246210154,0
-0.0017478135456543867,0.006417371263993423,1
-0.0017592994338336422,0.005434896191006144,1
-0.0010721620718301761,0.0047856952025426055,1
-0.0015128090097456808,0.005171971194014883,1
-0.0013160831302774748,0.005868762018175071,1
0.0005732821162283396,0.007153611341622879,0
-0.00039774721086552946,0.006944519060196992,1
-0.0022829164029821497,0.006485971162650021,1
-0.00163862933562995,0.007053145208074644,1
-0.0016020900218186222,0.005804332344828179,1
0.00011951507809604356,0.006983448136689461,0
0.001770373070357322,0.006892917865101487,0
0.00021874974280614763,0.006427878931947178,0
0.0005274715090760844,0.006740177169014521,0
0.0005569528926792325,0.008365802190312981,0
-0.00016315856906891276,0.008243235593746566,1
0.0001592726717676577,0.007134604526023973,0
0.00013350449751310672,0.006758132790020318,0
-0.001341344184177852,0.006262795963436367,1
-0.0013199065207388744,0.006260062284284679,1
0.0005966528734526924,0.008860609140587368,0
0.00197190380600087,0.008568372900840433,0
0.0023278996956085235,0.006251434366310326,0
-2.3794484968096527e-05,0.004114753997644843,0
-0.0016313726362749729,0.005302031381349767,1
-0.0030976502675898058,0.004978023990665022,1
-0.0007681248256877862,0.004984957817297608,1
0.0018669258891582143,0.0050289282213289805,0
0.0011734076891118475,0.005809465756064843,0
-0.0018066101574358002,0.004876177064401681,1
-0.00294481009820133,0.0035238880206396998,1
0.00013822683698349158,0.006533527927966941,0
0.0016927126953632883,0.006723814193331324,0
0.0012962065496426249,0.004503181433458586,0
8.873662337624029e-05,0.005223214576173383,0
-0.001884331536672036,0.005551972188681245,1
-0.002241092090172368,0.005109428075433373,1
-0.0028150472729669687,0.0047667088842707935,1
-0.0033356572719812102,0.0050935464660200455,1
-0.0025331486033194476,0.00769324573483195,1
