Mean,Std Dev,Coloring
-0.0014117850340055018,0.006523432529507157,0
-0.0007535947990078836,0.007491850437535551,1
0.0010214725835054057,0.006833557697674107,1
0.0017235562807305987,0.004399779872380427,1
1.826923596203548e-05,0.007222972646198493,1
-0.003122254175304265,0.007406105180087813,0
-0.00272922587519266,0.007453894081550035,0
-0.0018536143600378875,0.007617547541490595,0
-0.00041939817468043805,0.007540310784418121,1
0.0007029534596501438,0.006407314918463141,1
0.0016771559294974686,0.00653962066517851,1
0.0014390440805543202,0.005925948472018862,1
0.0010097631993161273,0.007222631357319955,1
-0.00012377740416289246,0.006896746917158944,1
0.0006365408910119728,0.007359009354929469,1
0.0009881467874196198,0.006653023392452659,1
-0.0009981138305998687,0.004712205495540582,0
0.0018940337348383517,0.005511880359101189,1
-1.8217155537909983e-05,0.007961026814085994,1
-0.003942346421795784,0.006373551721631568,0
-0.0011512248141399845,0.008415764315318503,1
0.0006699137269713421,0.0074330943790997086,1
0.0008170759551820742,0.006056889792151434,1
0.00044698318521152675,0.005202374666206979,1
0.0015460755172122056,0.005592222361687471,1
-0.0005967622765803489,0.006587435232422153,0
-0.0006902992488183505,0.007681779158069965,1
0.001272668206712069,0.007908919225580872,1
0.0004884326609510572,0.008034558168212079,1
-0.0007195145199189232,0.006840404370020064,1
-0.00080180982194272,0.004966168870150729,0
-0.002673966680777512,0.003861361105527124,0
-0.0034371176181063425,0.003919787234643027,0
-0.0028121346929716228,0.005263322992419613,0
-0.0009726425587942466,0.005549544419867181,0
-0.0006261848527233699,0.005537411735396165,0
-0.0027875182991336654,0.005531473546534143,0
-0.00030822873772104177,0.0064243160108506244,1
0.0012350155747694993,0.006301066702024724,1
0.001830466498403649,0.006114549697839606,1
0.003102102244645432,0.007235898359476078,1
0.0013999509640024081,0.008288055324418255,1
0.0002500495249993071,0.006770113254435498,1
-0.00232870166693421,0.007722585566852859,0
-0.004248114883399775,0.007999653983043083,0
-0.0006131080933032271,0.006982076091114416,0
0.0014769591886169677,0.0058907194499643175,1
-0.001714571984595584,0.0083589326615833,0
-0.0017220988722526386,0.009566041680563034,1
0.00222600776429002,0.009193107712279545,1
0.001327943699123463,0.008214010863353851,1
-0.0007119850568697389,0.006342733788055313,0
-0.0007850621013663673,0.00594187360241499,0
-0.0021983862970171835,0.00495382957459887,0
-0.0015997583161703943,0.004284678397930211,0
-0.0007507833605005598,0.00434265017898781,0
-0.0004503364879830342,0.006015281407270283,0
-0.0004692780916710099,0.00685747471069677,1
0.00027267893402167076,0.005765469896914044,1
0.00016462819056117128,0.004230109232071034,1
0.0007680927973050235,0.007198300736270309,1
-8.54837924547194e-05,0.008359401621876511,1
-0.000615749361658034,0.0059324725485097995,0
-0.002576478980455327,0.006878688826122179,0
-0.0012898156547514078,0.00716894302817971,0
-0.00027470062254546376,0.005793722058349057,0
-0.001934181375085669,0.00375678351671438,0
-0.0030770253150024093,0.005329726931423005,0
-0.002114906328420298,0.006690725736477784,0
-0.0010118382214910513,0.006132893922973683,0
-0.00012091159655087171,0.0060161540486154755,1
-0.0004578402946222704,0.0072861023140370525,1
0.00019942791986213957,0.006637435460244664,1
-8.432038666753434e-05,0.005338433135112555,0
0.0008443576358483452,0.005298643356953086,1
0.0011174685230566925,0.004887291717050554,1
0.0046778177029886845,0.0056966042459902074,1
0.003655579939343288,0.006466195029887523,1
0.0003046166296050658,0.006805190153724887,1
-0.0005019532734818602,0.0062102689288294575,0
-0.000976904651977354,0.006356527022451584,0
0.0020046070791976335,0.008535145274602567,1
0.0014470107466266243,0.008094021021393097,1
0.003258956124840634,0.007688115472909705,1
0.0017176410426929538,0.0036847504631839357,1
0.002375181882021022,0.004411760174859752,1
-0.0008357843568541249,0.007747633636859089,1
