Mean,Std Dev,Coloring
-0.0004019090893959367,0.007437226149628866,0
-0.0018677736550178398,0.006127431257942997,0
-0.003068975523739109,0.005589543371852882,0
-0.001355910550144808,0.0068087314715896035,0
-0.00014276125652055606,0.007392304626459642,1
0.00036011831422402515,0.007175751454581299,1
0.0008529859023905425,0.005521996117827442,1
0.00019609037660227037,0.004931829650822297,1
0.000859361588233338,0.0060147609353905914,1
0.0008325192420034315,0.006417995343383565,1
0.0016678138990494093,0.00722409109157023,1
0.0006363238190619405,0.007081361346321061,1
-0.0018893339252292472,0.006195408098137285,0
-0.0012058919756885356,0.006623937230632796,0
0.000247697746849093,0.006853194250224134,1
-6.017828812715139e-05,0.005516726195883803,1
0.0004287572305514121,0.003938573693240639,1
1.8442940918391518e-05,0.00508407442229494,1
-0.0002852450459756293,0.007542936509027583,0
-0.001205921058228717,0.00762931368075595,0
-0.003176942266828149,0.0073015109810712926,0
0.00013175916617509388,0.0058297221180861015,1
0.0017805385238613268,0.005080102059201982,1
-0.0007100639976706256,0.007419888546182992,0
-0.00214328175179357,0.007995561839804623,0
-0.001219194524515465,0.006964014258312128,0
-0.0007090649731662431,0.006857761188379555,0
0.00045943935416950185,0.005103856739637499,1
0.0018991011338365257,0.00477612612348292,1
0.0023940215517265586,0.0074987552845850475,1
-0.0004936086880366393,0.007775124137199356,0
0.001065222127603327,0.0071356696730430986,1
-0.0004637289448918882,0.007590151601427159,0
-0.0005368265631357753,0.006365619073157878,1
0.002444305588977514,0.0049451475231835,1
0.00227249160635787,0.006742501559285481,1
0.0009591910067084841,0.011069980340999356,0
0.00031157378819092154,0.010194496631734952,0
-0.0008430157677971102,0.0047992587166975865,1
0.0009094979486786382,0.006197968585010419,1
-0.0009400332526216614,0.007437166747064552,0
-0.0014964793129223235,0.007171484757410192,0
0.003175237653310383,0.00788465736704392,1
0.0035367615009942667,0.007907737264928449,1
0.0006090337032731899,0.00852144643454334,1
0.001188944572246858,0.005974389812005868,1
0.0024553184898268316,0.00425385916366648,1
0.000576997888058325,0.0063303520537367755,1
-0.002731949024977834,0.006238438808849731,0
-0.0008507702591191439,0.005978333102090585,1
0.0006925982898718982,0.007792328193876127,1
-1.1697189412481513e-05,0.008113709172822328,0
-0.003028819443046531,0.005244986105677803,0
-0.0011956764223132674,0.0050981583447372025,1
-0.00034719084727952523,0.0051386744623599,1
-0.004377378085511943,0.006630272678456719,0
-0.0036849909762681717,0.006113910122835295,0
-0.002591731700626406,0.004298785746223942,0
-0.00036417155296535075,0.004889684972569246,1
0.0005843343177134216,0.005230057804022319,1
0.0007175517005485198,0.005836129911702663,1
-5.8378632131082914e-05,0.006211319551181452,1
-0.0008908941569873184,0.00586137325262989,0
-0.0002331873449716057,0.005005392822811549,1
0.0005528274395465749,0.004313290453664747,1
-0.0008539599499431685,0.00526519357599103,1
-0.001970402870107591,0.004535787413087972,0
0.0008756433731190259,0.010602535069982245,1
0.0002520833716845175,0.011972512370159089,0
-0.00203033287652763,0.007011359236883092,0
